All Order,Order per task,Code snippet,Participant,Task,Participant/Task,Task Duration,Understand,Correntness,Level of investment,Rough Direction,Statement Selection,Code Interaction,"Level of investment, Rough Direction","Level of investment, Statement Selection","Level of investment, Code Interaction","Rough Direction, Statement Selection","Rough Direction, Code Interaction","Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection","Level of investment, Rough Direction, Code Interaction","Level of investment, Statement Selection, Code Interaction","Rough Direction, Statement Selection, Code Interaction","Level of investment, Rough Direction, Statement Selection, Code Interaction",Time,Start,Stop,Block Duration,%(Block Duration),Intent
619,4,Number Checker,92,4,92/4,43,1,1,Medium,Forward,Dynamic,Inter procedure,"Medium, Forward","Medium, Dynamic","Medium, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Medium, Forward, Dynamic","Medium, Forward, Inter procedure","Medium, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Medium, Forward, Dynamic, Inter procedure",23-26,23,26,3,0.06976744186,Get the understanding of a part of code block
620,5,Number Checker,92,4,92/4,43,1,1,Medium,Forward,Dynamic,Inter procedure,"Medium, Forward","Medium, Dynamic","Medium, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Medium, Forward, Dynamic","Medium, Forward, Inter procedure","Medium, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Medium, Forward, Dynamic, Inter procedure",26-34,26,34,8,0.1860465116,Formulate a hypothesis of the problematic area (PA)
621,6,Number Checker,92,4,92/4,43,1,1,Medium,Forward,Dynamic,Intra procedure,"Medium, Forward","Medium, Dynamic","Medium, Intra procedure","Forward, Dynamic","Forward, Intra procedure","Dynamic, Intra procedure","Medium, Forward, Dynamic","Medium, Forward, Intra procedure","Medium, Dynamic, Intra procedure","Forward, Dynamic, Intra procedure","Medium, Forward, Dynamic, Intra procedure",34-43,34,43,9,0.2093023256,Validate the hypothesis of PA
622,1,Number Checker,94,2,94/2,162,1,1,Medium,Back and forth,Dynamic,Inter procedure,"Medium, Back and forth","Medium, Dynamic","Medium, Inter procedure","Back and forth, Dynamic","Back and forth, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth, Dynamic","Medium, Back and forth, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth, Dynamic, Inter procedure","Medium, Back and forth, Dynamic, Inter procedure",0-21,0,21,21,0.1296296296,Understand the method call progression
623,2,Number Checker,94,2,94/2,162,1,1,Medium,Back and forth the order of denifition,Linear,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Linear","Medium, Inter procedure","Back and forth the order of denifition, Linear","Back and forth the order of denifition, Inter procedure","Linear, Inter procedure","Medium, Back and forth the order of denifition, Linear","Medium, Back and forth the order of denifition, Inter procedure","Medium, Linear, Inter procedure","Back and forth the order of denifition, Linear, Inter procedure","Medium, Back and forth the order of denifition, Linear, Inter procedure",21-87,21,87,66,0.4074074074,Get the deeper understanding of the code
624,3,Number Checker,94,2,94/2,162,1,1,Indepth,Forward,Dynamic,Inter procedure,"Indepth, Forward","Indepth, Dynamic","Indepth, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Indepth, Forward, Dynamic","Indepth, Forward, Inter procedure","Indepth, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Indepth, Forward, Dynamic, Inter procedure",87-124,87,124,37,0.2283950617,Get the deeper understanding of the code
625,4,Number Checker,94,2,94/2,162,1,1,Medium,Back and forth the order of denifition,Dynamic,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Dynamic","Medium, Inter procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic","Medium, Back and forth the order of denifition, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth the order of denifition, Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic, Inter procedure",124-162,124,162,38,0.2345679012,Formulate a hypothesis of the problematic area (PA)
626,1,Insertion Sort,90,3,90/3,160,1,1,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",0-16,0,16,16,0.1,Get the understanding of a part of code block
627,2,Insertion Sort,90,3,90/3,160,1,1,Indepth,Forward,Linear,Inter procedure,"Indepth, Forward","Indepth, Linear","Indepth, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Indepth, Forward, Linear","Indepth, Forward, Inter procedure","Indepth, Linear, Inter procedure","Forward, Linear, Inter procedure","Indepth, Forward, Linear, Inter procedure",16-45,16,45,29,0.18125,Get the understanding of a part of code block
628,3,Insertion Sort,90,3,90/3,160,1,1,Medium,Forward,Linear,Inter procedure,"Medium, Forward","Medium, Linear","Medium, Inter procedure","Forward, Linear","Forward, Inter procedure","Linear, Inter procedure","Medium, Forward, Linear","Medium, Forward, Inter procedure","Medium, Linear, Inter procedure","Forward, Linear, Inter procedure","Medium, Forward, Linear, Inter procedure",45-100,45,100,55,0.34375,Get the understanding of a part of code block
629,4,Insertion Sort,90,3,90/3,160,1,1,Medium,Back and forth the order of denifition,Dynamic,Inter procedure,"Medium, Back and forth the order of denifition","Medium, Dynamic","Medium, Inter procedure","Back and forth the order of denifition, Dynamic","Back and forth the order of denifition, Inter procedure","Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic","Medium, Back and forth the order of denifition, Inter procedure","Medium, Dynamic, Inter procedure","Back and forth the order of denifition, Dynamic, Inter procedure","Medium, Back and forth the order of denifition, Dynamic, Inter procedure",100-120,100,120,20,0.125,Understand the problem output
630,5,Insertion Sort,90,3,90/3,160,1,1,Medium,Back and forth,Linear,Inter procedure,"Medium, Back and forth","Medium, Linear","Medium, Inter procedure","Back and forth, Linear","Back and forth, Inter procedure","Linear, Inter procedure","Medium, Back and forth, Linear","Medium, Back and forth, Inter procedure","Medium, Linear, Inter procedure","Back and forth, Linear, Inter procedure","Medium, Back and forth, Linear, Inter procedure",120-154,120,154,34,0.2125,Get the understanding of a part of code block
631,6,Insertion Sort,90,3,90/3,160,1,1,Quick,Backward,Dynamic,Inter procedure,"Quick, Backward","Quick, Dynamic","Quick, Inter procedure","Backward, Dynamic","Backward, Inter procedure","Dynamic, Inter procedure","Quick, Backward, Dynamic","Quick, Backward, Inter procedure","Quick, Dynamic, Inter procedure","Backward, Dynamic, Inter procedure","Quick, Backward, Dynamic, Inter procedure",154-160,154,160,6,0.0375,Formulate a hypothesis of the problematic area (PA)
632,1,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-51,0,51,51,0.1412742382,Get the understanding of a part of code block
633,2,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,51-81,51,81,30,0.08310249307,Understand the problem output
634,3,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,81-220,81,220,139,0.3850415512,Formulate a hypothesis of the problematic area (PA)
635,4,Number HRN,55,2,55/2,361,1,0,Indepth,Backward,Dynamic,,"Indepth, Backward","Indepth, Dynamic",,"Backward, Dynamic",,,"Indepth, Backward, Dynamic",,,,,220-285,220,285,65,0.1800554017,Validate the hypothesis of PA
636,5,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,285-361,285,361,76,0.2105263158,Get the understanding of a part of code block
640,4,Graph Utils,74,1,74/1,495,0,0,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,146-215,146,215,69,0.1393939394,Get the understanding of a part of code block
642,6,Graph Utils,74,1,74/1,495,0,0,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,261-341,261,341,80,0.1616161616,Get the understanding of a part of code block
643,7,Graph Utils,74,1,74/1,495,0,0,Quick,Forward,Dynamic,,"Quick, Forward","Quick, Dynamic",,"Forward, Dynamic",,,"Quick, Forward, Dynamic",,,,,341-391,341,391,50,0.101010101,Get the understanding of a part of code block
645,9,Graph Utils,74,1,74/1,495,0,0,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,441-495,441,495,54,0.1090909091,Get the understanding of a part of code block
647,2,Graph Utils,53,1,53/1,477,1,0,Indepth,Forward,Dynamic,,"Indepth, Forward","Indepth, Dynamic",,"Forward, Dynamic",,,"Indepth, Forward, Dynamic",,,,,78-147,78,147,69,0.1446540881,Get the deeper understanding of the code
648,3,Graph Utils,53,1,53/1,477,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,147-203,147,203,56,0.1174004193,Get the deeper understanding of the code
649,4,Graph Utils,53,1,53/1,477,1,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,203-228,203,228,25,0.05241090147,Get the understanding of a part of code block
651,6,Graph Utils,53,1,53/1,477,1,0,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,265-283,265,283,18,0.03773584906,Get the understanding of a part of code block
653,8,Graph Utils,53,1,53/1,477,1,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,378-477,378,477,99,0.2075471698,Get the understanding of a part of code block
654,1,Number HRD,49,1,49/1,168,1,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,0-168,0,168,168,1,Get the deeper understanding of the code
655,1,Number HRD,65,2,65/2,480,0.5,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-105,0,105,105,0.21875,Get the deeper understanding of the code
657,3,Number HRD,65,2,65/2,480,0.5,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,375-445,375,445,70,0.1458333333,Get the deeper understanding of the code
658,4,Number HRD,65,2,65/2,480,0.5,0,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,445-480,445,480,35,0.07291666667,Get the understanding of a part of code block
659,1,Calculation,101,4,101/4,82,1,1,Quick,Forward,Dynamic,Inter procedure,"Quick, Forward","Quick, Dynamic","Quick, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Quick, Forward, Dynamic","Quick, Forward, Inter procedure","Quick, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Quick, Forward, Dynamic, Inter procedure",0-20,0,20,20,0.243902439,Get a quick overview of the code
660,2,Calculation,101,4,101/4,82,1,1,Indepth,Forward,Dynamic,Inter procedure,"Indepth, Forward","Indepth, Dynamic","Indepth, Inter procedure","Forward, Dynamic","Forward, Inter procedure","Dynamic, Inter procedure","Indepth, Forward, Dynamic","Indepth, Forward, Inter procedure","Indepth, Dynamic, Inter procedure","Forward, Dynamic, Inter procedure","Indepth, Forward, Dynamic, Inter procedure",20-82,20,82,62,0.756097561,Formulate a hypothesis of the problematic area (PA)
661,1,Graph Utils,64,1,64/1,245,1,0,Medium,Forward,Linear,,"Medium, Forward","Medium, Linear",,"Forward, Linear",,,"Medium, Forward, Linear",,,,,0-66,0,66,66,0.2693877551,Get the deeper understanding of the code
662,2,Graph Utils,64,1,64/1,245,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,66-245,66,245,179,0.7306122449,Get the understanding of a part of code block
663,1,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,0-51,0,51,51,0.1412742382,Get the understanding of a part of code block
664,2,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,51-81,51,81,30,0.08310249307,Understand the problem output
665,3,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,81-220,81,220,139,0.3850415512,Formulate a hypothesis of the problematic area (PA)
666,4,Number HRN,55,2,55/2,361,1,0,Indepth,Backward,Dynamic,,"Indepth, Backward","Indepth, Dynamic",,"Backward, Dynamic",,,"Indepth, Backward, Dynamic",,,,,220-285,220,285,65,0.1800554017,Validate the hypothesis of PA
667,5,Number HRN,55,2,55/2,361,1,0,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,285-361,285,361,76,0.2105263158,Get the understanding of a part of code block
668,1,Money Class,96,2,96/2,63,0.25,1,Quick,Back and forth,Dynamic,,"Quick, Back and forth","Quick, Dynamic",,"Back and forth, Dynamic",,,"Quick, Back and forth, Dynamic",,,,,0-12,0,12,12,0.1904761905,Get a quick overview of the code
669,2,Money Class,96,2,96/2,63,0.25,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,12-24,12,24,12,0.1904761905,Get the deeper understanding of the code
670,3,Money Class,96,2,96/2,63,0.25,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,24-39,24,39,15,0.2380952381,Get the deeper understanding of the code
671,4,Money Class,96,2,96/2,63,0.25,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,39-42,39,42,3,0.04761904762,Formulate a hypothesis of the problematic area (PA)
672,5,Money Class,96,2,96/2,63,0.25,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,42-61,42,61,19,0.3015873016,Validate the hypothesis of PA
674,2,Number HRD,57,3,57/3,310,1,1,Medium,Forward,Dynamic,,"Medium, Forward","Medium, Dynamic",,"Forward, Dynamic",,,"Medium, Forward, Dynamic",,,,,6-58,6,58,52,0.1677419355,Get the understanding of a part of code block
675,3,Number HRD,57,3,57/3,310,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,58-86,58,86,28,0.09032258065,Get the understanding of a part of code block
676,4,Number HRD,57,3,57/3,310,1,1,Medium,Backward,Linear,,"Medium, Backward","Medium, Linear",,"Backward, Linear",,,"Medium, Backward, Linear",,,,,86-168,86,168,82,0.264516129,Get the understanding of a part of code block
677,5,Number HRD,57,3,57/3,310,1,1,Indepth,Back and forth,Dynamic,,"Indepth, Back and forth","Indepth, Dynamic",,"Back and forth, Dynamic",,,"Indepth, Back and forth, Dynamic",,,,,168-310,168,310,142,0.4580645161,Get the deeper understanding of the code
679,2,Number HRD,48,1,48/1,291,1,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,10-56,10,56,46,0.1580756014,Get the deeper understanding of the code
680,3,Number HRD,48,1,48/1,291,1,1,Indepth,Forward,Linear,,"Indepth, Forward","Indepth, Linear",,"Forward, Linear",,,"Indepth, Forward, Linear",,,,,56-87,56,87,31,0.1065292096,Get the understanding of a part of code block
681,4,Number HRD,48,1,48/1,291,1,1,Medium,Back and forth,Dynamic,,"Medium, Back and forth","Medium, Dynamic",,"Back and forth, Dynamic",,,"Medium, Back and forth, Dynamic",,,,,87-105,87,105,18,0.0618556701,Get the deeper understanding of the code
